filename,emotion,category,rationale,polarity,subjectivity,annotator
kazuo-shiraga_goshiki-sanmai-1976.jpg,anger,MAX,The bright center seems to radiate rage.,0.3,0.4499999999999999,annotator_28
kazuo-shiraga_goshiki-sanmai-1976.jpg,anger,MAX,the circle is anger inducing,-0.7,0.2,annotator_91
kazuo-shiraga_goshiki-sanmai-1976.jpg,anger,MAX,I see a rapidly whirling disk of anger in the center.,-0.3999999999999999,0.15,annotator_28
kazuo-shiraga_goshiki-sanmai-1976.jpg,happiness,MIN,looks like a circular saw with sharping beam,0.0,0.0,annotator_255
kazuo-shiraga_goshiki-sanmai-1976.jpg,happiness,MIN,LOW FADE COLOR,0.0,0.3,annotator_284
kazuo-shiraga_goshiki-sanmai-1976.jpg,happiness,MIN,The cluster of paint evokes intensity,0.0,0.0,annotator_209
kazuo-shiraga_goshiki-sanmai-1976.jpg,happiness,MIN,looks like a fierceful spinning disk,0.0,0.0,annotator_255
kazuo-shiraga_goshiki-sanmai-1976.jpg,happiness,MIN,This looks like a gross dirty eyeball under a magnifying glass.,-0.3,0.4,annotator_181
kazuo-shiraga_goshiki-sanmai-1976.jpg,happiness,MIN,looks like a circular saw,0.0,0.0,annotator_32
kazuo-shiraga_goshiki-sanmai-1976.jpg,happiness,MIN,The circle looks like a magnifying glass revealing the negative energy of the image when examined closely.,-0.3,0.4,annotator_28
kazuo-shiraga_goshiki-sanmai-1976.jpg,happiness,MAX,beautiful and attractive design and color,0.825,1.0,annotator_234
kazuo-shiraga_goshiki-sanmai-1976.jpg,happiness,MAX,"brightness,color and design",0.0,0.0,annotator_234
kazuo-shiraga_celebration-1967.jpg,anger,MIN,bright color so better feel,0.6000000000000001,0.6499999999999999,annotator_280
kazuo-shiraga_celebration-1967.jpg,anger,MAX,The red smears look like blood from a violent confrontation.,-0.4,0.5,annotator_181
kazuo-shiraga_celebration-1967.jpg,anger,MAX,as if humans struggling within sticky blood,0.0,0.0,annotator_290
kazuo-shiraga_celebration-1967.jpg,anger,MAX,It's hard to follow patterns because the colors are so bright.,0.2041666666666667,0.6708333333333333,annotator_285
kazuo-shiraga_celebration-1967.jpg,anger,MAX,The bright red and random brushstrokes suggest rage,0.0666666666666667,0.4333333333333333,annotator_197
kazuo-shiraga_celebration-1967.jpg,anger,MAX,dark red colors and the texture,-0.075,0.2,annotator_258
kazuo-shiraga_celebration-1967.jpg,anger,MAX,red color make me little angry,-0.2291666666666666,0.5,annotator_66
kazuo-shiraga_celebration-1967.jpg,anger,MAX,The fiery red and random strokes evoke rage,-0.25,0.25,annotator_197
kazuo-shiraga_celebration-1967.jpg,anger,MAX,bold and aggressive,0.3333333333333333,0.6666666666666666,annotator_239
kazuo-shiraga_celebration-1967.jpg,anger,MAX,the colors and shapes are chaotic,0.0,0.0,annotator_91
kazuo-shiraga_celebration-1967.jpg,anger,MAX,The strong red brushstrokes in red seem applied in anger.,-0.0666666666666666,0.2333333333333333,annotator_28
kazuo-shiraga_celebration-1967.jpg,anger,MAX,good colours hardwork,0.7,0.6000000000000001,annotator_151
kazuo-shiraga_celebration-1967.jpg,anger,MAX,makes me feel like blood,0.0,0.0,annotator_208
kazuo-shiraga_celebration-1967.jpg,anger,MAX,as if people got in the swirls of blood without force to fight,0.0,0.0,annotator_290
kazuo-shiraga_celebration-1967.jpg,anger,MAX,lots of dark red white weird texture,-0.1625,0.35,annotator_258
kazuo-shiraga_celebration-1967.jpg,disgust,MIN,Simple and Bright colors,0.35,0.5785714285714285,annotator_2
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,reminds me of innards,0.0,0.0,annotator_32
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,blood squiggles death,0.0,0.0,annotator_147
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,All that movement in red evokes the feeling of a person about to erupt in disgust and anger.,-0.35,0.1,annotator_28
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,DARK RED AND BLACK ANCIENT FIGURES,-0.1055555555555555,0.2777777777777778,annotator_284
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,The piece reminds me of smeared blood or puss coughed up that refuses to do down the sink easily. With disgust I must put my hand in sink to swirl it to till it goes down drain.,0.0407407407407407,0.4703703703703704,annotator_37
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,looks like bloody guts,-0.8,0.9,annotator_78
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,It looks like a puddle of blood,0.0,0.0,annotator_265
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,The paint is all over the place with a lot of activity.,0.0,0.0,annotator_285
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,Resembles something bloddy and messy,-0.2,0.4,annotator_225
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,DARK DISGUST COLOR,-0.15,0.4,annotator_284
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,Bright color is used,0.7000000000000001,0.7999999999999999,annotator_154
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,positive creative art,0.3636363636363636,0.7727272727272727,annotator_100
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,some peoples with blood,0.0,0.0,annotator_278
kazuo-shiraga_celebration-1967.jpg,disgust,MAX,RED COLOR MAKE ME MORE INTENSELY,0.2333333333333333,0.5,annotator_66
wassily-kandinsky_black-and-violet-1923.jpg,anger,MIN,The colorful block-like shapes resemble fun children's toys.,0.3,0.3,annotator_181
wassily-kandinsky_black-and-violet-1923.jpg,anger,MIN,The patterns appear to be simple diamond shapes.,0.0,0.3571428571428571,annotator_285
wassily-kandinsky_black-and-violet-1923.jpg,anger,MIN,Futuristic and simple line painting.,0.0,0.3571428571428571,annotator_285
wassily-kandinsky_black-and-violet-1923.jpg,anger,MIN,some colorful shapes gives happy,0.55,0.7,annotator_278
wassily-kandinsky_black-and-violet-1923.jpg,anger,MIN,i like the defined shapes,0.0,0.0,annotator_258
wassily-kandinsky_black-and-violet-1923.jpg,anger,MIN,i like the imagery,0.0,0.0,annotator_258
wassily-kandinsky_black-and-violet-1923.jpg,anger,MIN,quirky and fun colors,0.15,0.6,annotator_32
wassily-kandinsky_black-and-violet-1923.jpg,anger,MIN,"The shapes look very composed, pretty and calm.",0.25,0.6833333333333332,annotator_28
wassily-kandinsky_black-and-violet-1923.jpg,anger,MIN,looks like a face,0.0,0.0,annotator_258
wassily-kandinsky_black-and-violet-1923.jpg,anger,MAX,because it is like throwing things,0.0,0.0,annotator_172
wassily-kandinsky_black-and-violet-1923.jpg,anger,MAX,the sharp triangles and scene looks hectic and causes anxiety,-0.125,0.75,annotator_24
wassily-kandinsky_black-and-violet-1923.jpg,anger,MAX,The triangles and lines seem to be converging upon the black mass as in anger.,-0.4333333333333333,0.3166666666666666,annotator_28
wassily-kandinsky_black-and-violet-1923.jpg,anger,MAX,looks like one person threatening another with a knife,0.0,0.0,annotator_249
wassily-kandinsky_black-and-violet-1923.jpg,anger,MAX,Looks like an abstract representation of two people in combat.  The one on the right is wielding swords.,0.2857142857142857,0.5357142857142857,annotator_28
wassily-kandinsky_black-and-violet-1923.jpg,anger,MAX,ALL THE COLOR ARE MERGE TOGETHER,0.0,0.0,annotator_66
wassily-kandinsky_black-and-violet-1923.jpg,anger,MAX,The dark shapes look like an evil demon.,-0.575,0.7,annotator_285
wassily-kandinsky_black-and-violet-1923.jpg,anger,MAX,"looks combative, like an argument at a cocktail party, where one person has been 'overserved'",0.0,0.0,annotator_316
wassily-kandinsky_black-and-violet-1923.jpg,disgust,MIN,It looks like there is a smiling image on the bottom left.,0.0,0.0,annotator_285
wassily-kandinsky_black-and-violet-1923.jpg,disgust,MIN,The image is vibrant and kinetic,0.1666666666666666,0.3333333333333333,annotator_197
wassily-kandinsky_black-and-violet-1923.jpg,disgust,MIN,bright color so better feel,0.6000000000000001,0.6499999999999999,annotator_280
wassily-kandinsky_black-and-violet-1923.jpg,disgust,MIN,bright color so better feel,0.6000000000000001,0.6499999999999999,annotator_280
wassily-kandinsky_black-and-violet-1923.jpg,disgust,MAX,All those lines and arrows suggest disgust and conflict.,0.0,0.0,annotator_28
wassily-kandinsky_black-and-violet-1923.jpg,disgust,MAX,robots fighting poking,0.0,0.0,annotator_36
wassily-kandinsky_black-and-violet-1923.jpg,disgust,MAX,feel very dark,-0.195,0.52,annotator_280
wassily-kandinsky_black-and-violet-1923.jpg,disgust,MAX,There are a lot of objects that seem to be attacking each other in disgust.,-0.125,0.375,annotator_28
wassily-kandinsky_black-and-violet-1923.jpg,disgust,MAX,The orange object is being strangled by the blue.,0.0,0.1,annotator_28
wassily-kandinsky_black-and-violet-1923.jpg,disgust,MAX,inspirational dreamlike art,0.5,1.0,annotator_100
esteban-vicente_untitled-1959.jpg,anger,MIN,Looks like the reflection of sunlight on a happy day.,0.8,1.0,annotator_285
esteban-vicente_untitled-1959.jpg,anger,MIN,It's too bright to cause anger,5.551115123125783e-17,0.5,annotator_301
esteban-vicente_untitled-1959.jpg,anger,MAX,emerging design art,0.0,0.0,annotator_100
esteban-vicente_untitled-1959.jpg,anger,MAX,colors are bright,0.7000000000000001,0.7999999999999999,annotator_50
esteban-vicente_untitled-1959.jpg,anger,MAX,The bright fiery colors evoke a sense of rage,0.7000000000000001,0.7999999999999999,annotator_197
esteban-vicente_untitled-1959.jpg,anger,MAX,Red is a color of anger.,-0.35,0.1,annotator_120
esteban-vicente_untitled-1959.jpg,anger,MAX,The fiery colors and random brush strokes convey a feeling of rage,-0.5,0.5,annotator_197
esteban-vicente_untitled-1959.jpg,anger,MAX,"Orange and red are intense, angry colors.",-0.0999999999999999,0.6666666666666666,annotator_28
esteban-vicente_untitled-1959.jpg,disgust,MIN,COLORFUL PAINT SPLITS,0.3,0.4,annotator_284
esteban-vicente_untitled-1959.jpg,disgust,MIN,"brightness,color and design",0.0,0.0,annotator_234
esteban-vicente_untitled-1959.jpg,disgust,MIN,The solid cleaner look.,0.0,0.1,annotator_218
esteban-vicente_untitled-1959.jpg,disgust,MIN,"the shapes seem to be more patient, colors aren't too mismatched",0.5,0.5,annotator_128
esteban-vicente_untitled-1959.jpg,disgust,MIN,the bright colors give more of a warm feeling,0.6000000000000001,0.6333333333333333,annotator_120
esteban-vicente_untitled-1959.jpg,disgust,MIN,looks like a wall with unfinished painting or patching,0.0,0.0,annotator_255
esteban-vicente_untitled-1959.jpg,disgust,MAX,The way the red and yellow shapes are placed reminds me of a rape.,0.0,0.0,annotator_28
esteban-vicente_untitled-1959.jpg,disgust,MAX,ROUGH STOKES AND COLOR,-0.1,0.4,annotator_284
esteban-vicente_untitled-1959.jpg,disgust,MAX,a bit chaotic,0.0,0.0,annotator_319
esteban-vicente_untitled-1959.jpg,disgust,MAX,"The blue thing looks like an army tank rolling over things, or, combined with the red, looks like the elephant of the Republican Party, and that's a disgusting thing to me",-0.3333333333333333,0.3666666666666667,annotator_260
esteban-vicente_untitled-1959.jpg,disgust,MAX,paint little collapse,-0.1875,0.5,annotator_280
esteban-vicente_untitled-1959.jpg,disgust,MAX,colorful expressive art,0.55,0.7,annotator_100
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MIN,simple without any design,0.0,0.3571428571428571,annotator_234
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MIN,only one color,0.0,1.0,annotator_91
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MIN,simple without any design,0.0,0.3571428571428571,annotator_234
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MIN,very boring aspect,-1.0,1.0,annotator_280
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MAX,"When youre mad its said that youre ""seeing red""",-0.3125,0.5,annotator_79
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MAX,a field of wrathful red,0.0,0.0,annotator_32
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MAX,"just simple red, the others are not angry at all",0.0833333333333333,0.4523809523809524,annotator_123
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MAX,the stark red color,-0.1,0.3,annotator_258
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MAX,feel very dark,-0.195,0.52,annotator_280
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MAX,paint little collapse,-0.1875,0.5,annotator_280
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MAX,The strong block of pure red is like an angry shout.,0.0369047619047618,0.5583333333333333,annotator_181
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MAX,Bright solid red,0.2333333333333333,0.3,annotator_24
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MAX,bright red colors,0.35,0.3999999999999999,annotator_258
doug-ohlson_china-series-a-flamingo-1975.jpg,anger,MAX,the red color,0.0,0.0,annotator_258
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,The plain and smooth red color makes me feel peaceful.,0.1089285714285714,0.3392857142857143,annotator_288
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,"nice colour, calm",0.45,0.875,annotator_239
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,BRIGHT COLOR MAKE ME LEAST FEAR,0.2,0.6,annotator_66
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,the uniformity of the colors has a calming affect,0.0,0.0,annotator_215
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,light and calm,0.35,0.725,annotator_239
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,just a solid color,0.0,0.1,annotator_301
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,The plain red is not intense at all. It’s very drab,-0.0285714285714285,0.4142857142857143,annotator_43
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,big area of simple color,0.0,0.2285714285714286,annotator_290
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,bright plain boring,-0.1714285714285714,0.719047619047619,annotator_306
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,The red is soft and calming for its simplicity.,0.05,0.175,annotator_285
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,devoid of skill,-0.1,0.2,annotator_100
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,Simple red square with no real rhyme or reason.,-0.0333333333333333,0.219047619047619,annotator_285
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MIN,no particular designs and pictures,-0.0833333333333333,0.3333333333333333,annotator_234
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MAX,feel very dark,-0.195,0.52,annotator_280
doug-ohlson_china-series-a-flamingo-1975.jpg,fear,MAX,feel very dark,-0.195,0.52,annotator_280
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,I dont see any emotion evoked in this painting,0.0,0.0,annotator_79
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,it's mostly white,0.0,0.0,annotator_98
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,its plain and white,-0.1071428571428571,0.1785714285714285,annotator_258
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,light color without any design,0.4,0.7,annotator_234
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,IT LIKE A WHITE PAPER,0.0,0.0,annotator_284
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,simple without any design,0.0,0.3571428571428571,annotator_234
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,Nothing but white canvas with paint on the edges.,0.0,0.0,annotator_285
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,simple without any design,0.0,0.3571428571428571,annotator_234
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,just a plain white canvas,-0.1071428571428571,0.1785714285714285,annotator_255
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,simple without any design,0.0,0.3571428571428571,annotator_234
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,it's plain white,-0.1071428571428571,0.1785714285714285,annotator_258
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,simple without any design,0.0,0.3571428571428571,annotator_234
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MIN,simple without any design,0.0,0.3571428571428571,annotator_234
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MAX,Very bland and not stimulating to the mind.,-0.2166666666666666,1.0,annotator_285
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,anger,MAX,this is not art,0.0,0.0,annotator_271
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MIN,simple without any design,0.0,0.3571428571428571,annotator_234
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MIN,The composition is blank and lacking in emotion.,0.0,0.0,annotator_197
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MIN,simple without any design,0.0,0.3571428571428571,annotator_234
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MIN,"just white with frame, nice but no emotion",0.3,0.5,annotator_11
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MIN,it seems pure and white,0.1071428571428571,0.25,annotator_190
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MIN,simple without any design,0.0,0.3571428571428571,annotator_234
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MIN,sheet of paper on copier,0.0,0.0,annotator_36
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MIN,simple without any design,0.0,0.3571428571428571,annotator_234
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MIN,There's not much here to convey emotion,-0.1,0.2,annotator_197
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MIN,"I'm not sure what to say in this case, but to me, it just looks like a piece of paper.",-0.25,0.8888888888888888,annotator_33
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MIN,simple without any design,0.0,0.3571428571428571,annotator_234
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MAX,The white and blue elements seem to be disgusted with the dark black background.  They are exploding.,-0.2633333333333333,0.3866666666666666,annotator_28
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MAX,"feels like it has been covered up, hidden from me",-0.1666666666666666,0.3333333333333333,annotator_23
sam-francis_untitled-bright-ring-1-sfp68-55-1968.jpg,disgust,MAX,too plain to show disgust,-0.2142857142857142,0.3571428571428571,annotator_24
walter-darby-bannard_hopewell-valley-sun-1959.jpg,anger,MIN,Peaceful hovering red disk doing no harm.,0.125,0.25,annotator_285
walter-darby-bannard_hopewell-valley-sun-1959.jpg,anger,MIN,unfinished art design,0.0,0.0,annotator_100
walter-darby-bannard_hopewell-valley-sun-1959.jpg,anger,MIN,LIKE JAPAN FLAG,0.0,0.0,annotator_284
walter-darby-bannard_hopewell-valley-sun-1959.jpg,anger,MIN,Looks like a bunch of graphs put together.,0.0,0.0,annotator_253
walter-darby-bannard_hopewell-valley-sun-1959.jpg,anger,MIN,Nothing more than a simple red circle.,0.1666666666666666,0.2857142857142857,annotator_285
walter-darby-bannard_hopewell-valley-sun-1959.jpg,anger,MIN,LIKE A JAPAN FLAG,0.0,0.0,annotator_284
walter-darby-bannard_hopewell-valley-sun-1959.jpg,anger,MIN,The composition doesn't evoke any feeling,0.0,0.0,annotator_197
walter-darby-bannard_hopewell-valley-sun-1959.jpg,anger,MIN,looks like a sun,0.0,0.0,annotator_255
walter-darby-bannard_hopewell-valley-sun-1959.jpg,anger,MIN,ITS SIMPLE RED CIRCLE,0.0,0.1785714285714285,annotator_284
